sku_id,sku_name,category,subcategory,unit_price,cost_price,brand
SKU00036,Grove Biscui 36,Snacks,Biscuits,22.81,16.57,Grove
SKU00037,NovaTech Staple 37,Grocery,Staples,45.08,32.99,NovaTech
SKU00038,SunValley Kitche 38,Household,Kitchenware,160.4,95.01,SunValley
SKU00039,HomeSense Cleani 39,Household,Cleaning,66.79,54.93,HomeSense
SKU00040,BlueMart Cookin 40,Grocery,Cooking,26.81,21.94,BlueMart
SKU00041,Grove Access 41,Electronics,Accessories,816.94,477.8,Grove
SKU00042,DailyDelight Staple 42,Grocery,Staples,11.77,7.34,DailyDelight
SKU00043,NovaTech Juices 43,Beverages,Juices,15.02,10.34,NovaTech
SKU00044,PureLife Chips 44,Snacks,Chips,22.61,13.82,PureLife
SKU00045,BlueMart Cookin 45,Grocery,Cooking,56.19,41.47,BlueMart
SKU00046,NovaTech Nuts 46,Snacks,Nuts,3.3,2.57,NovaTech
SKU00047,HomeSense Cleani 47,Household,Cleaning,74.97,61.5,HomeSense
SKU00048,Grove Milk 48,Dairy,Milk,3.48,2.79,Grove
SKU00049,BlueMart Yogurt 49,Dairy,Yogurt,24.09,16.95,BlueMart
SKU00050,PrimeChoice Soft d 50,Beverages,Soft Drinks,13.01,8.56,PrimeChoice
SKU00051,CarePlus Access 51,Electronics,Accessories,782.16,486.58,CarePlus
SKU00052,PureLife Skin 52,Personal Care,Skin,58.9,37.1,PureLife
SKU00053,SunValley Water 53,Beverages,Water,15.77,12.59,SunValley
SKU00054,SunValley Yogurt 54,Dairy,Yogurt,11.43,6.65,SunValley
SKU00055,BlueMart Cheese 55,Dairy,Cheese,32.52,18.26,BlueMart
SKU00056,FreshFarm Laundr 56,Household,Laundry,99.8,65.68,FreshFarm
SKU00057,PureLife Cookin 57,Grocery,Cooking,25.73,20.26,PureLife
SKU00058,CarePlus Home a 58,Electronics,Home Audio,659.44,461.94,CarePlus
SKU00059,EcoHome Cookin 59,Grocery,Cooking,71.65,47.33,EcoHome
SKU00060,PrimeChoice Cleani 60,Household,Cleaning,57.44,42.89,PrimeChoice
SKU00061,CarePlus Frozen 61,Grocery,Frozen,40.35,31.04,CarePlus
SKU00062,BlueMart Access 62,Electronics,Accessories,502.04,325.59,BlueMart
SKU00063,Aroma Soft d 63,Beverages,Soft Drinks,6.34,4.25,Aroma
SKU00064,PureLife Cleani 64,Household,Cleaning,96.34,72.09,PureLife
SKU00065,PrimeChoice Small  65,Electronics,Small Appliances,825.5,536.36,PrimeChoice
SKU00066,SunValley Cleani 66,Household,Cleaning,84.04,48.12,SunValley
SKU00067,Grove Cookin 67,Grocery,Cooking,61.33,49.75,Grove
SKU00068,FreshFarm Cookin 68,Grocery,Cooking,72.67,41.5,FreshFarm
SKU00069,EcoHome Oral 69,Personal Care,Oral,47.07,35.34,EcoHome
SKU00070,BlueMart Soft d 70,Beverages,Soft Drinks,38.97,31.42,BlueMart
SKU00071,Aroma Small  71,Electronics,Small Appliances,475.83,292.2,Aroma
SKU00072,NovaTech Juices 72,Beverages,Juices,17.18,12.61,NovaTech
SKU00073,EcoHome Cheese 73,Dairy,Cheese,31.43,20.91,EcoHome
SKU00074,Grove Milk 74,Dairy,Milk,49.59,34.48,Grove
SKU00075,Grove Nuts 75,Snacks,Nuts,35.52,22.4,Grove
SKU00076,BlueMart Juices 76,Beverages,Juices,16.94,11.06,BlueMart
SKU00077,EcoHome Soft d 77,Beverages,Soft Drinks,40.25,27.0,EcoHome
SKU00078,DailyDelight Cookin 78,Grocery,Cooking,35.07,25.72,DailyDelight
SKU00079,PureLife Hair 79,Personal Care,Hair,37.13,28.92,PureLife
SKU00080,NovaTech Skin 80,Personal Care,Skin,67.04,46.13,NovaTech
SKU00081,Aroma Juices 81,Beverages,Juices,6.45,4.12,Aroma
SKU00082,CarePlus Cheese 82,Dairy,Cheese,14.65,9.78,CarePlus
SKU00083,PureLife Biscui 83,Snacks,Biscuits,14.05,11.28,PureLife
SKU00084,EcoHome Soft d 84,Beverages,Soft Drinks,16.06,10.94,EcoHome
SKU00085,SunValley Home a 85,Electronics,Home Audio,812.65,502.91,SunValley
SKU00086,PrimeChoice Staple 86,Grocery,Staples,6.05,4.39,PrimeChoice
SKU00087,CarePlus Water 87,Beverages,Water,34.58,22.51,CarePlus
SKU00088,HomeSense Nuts 88,Snacks,Nuts,13.19,8.37,HomeSense
SKU00089,EcoHome Nuts 89,Snacks,Nuts,46.26,25.72,EcoHome
SKU00090,BlueMart Cleani 90,Household,Cleaning,147.22,89.63,BlueMart
SKU00091,HomeSense Milk 91,Dairy,Milk,12.97,10.25,HomeSense
SKU00092,PrimeChoice Frozen 92,Grocery,Frozen,82.65,50.21,PrimeChoice
SKU00093,SunValley Laundr 93,Household,Laundry,82.8,49.65,SunValley
SKU00094,Grove Milk 94,Dairy,Milk,20.98,11.67,Grove
SKU00095,NovaTech Oral 95,Personal Care,Oral,9.87,6.64,NovaTech
SKU00096,PureLife Skin 96,Personal Care,Skin,63.97,39.15,PureLife
SKU00097,NovaTech Juices 97,Beverages,Juices,7.81,5.06,NovaTech
SKU00098,BlueMart Water 98,Beverages,Water,43.8,27.24,BlueMart
SKU00099,NovaTech Small  99,Electronics,Small Appliances,679.52,389.36,NovaTech
SKU00100,EcoHome Juices 100,Beverages,Juices,16.58,9.94,EcoHome
SKU00101,CarePlus Yogurt 101,Dairy,Yogurt,6.97,5.62,CarePlus
SKU00102,EcoHome Skin 102,Personal Care,Skin,49.05,29.73,EcoHome
SKU00103,EcoHome Skin 103,Personal Care,Skin,39.33,21.87,EcoHome
SKU00104,DailyDelight Frozen 104,Grocery,Frozen,16.73,9.45,DailyDelight
SKU00105,Grove Cleani 105,Household,Cleaning,144.98,88.0,Grove
SKU00106,DailyDelight Skin 106,Personal Care,Skin,41.52,28.2,DailyDelight
SKU00107,HomeSense Water 107,Beverages,Water,16.24,10.38,HomeSense
SKU00108,NovaTech Cleani 108,Household,Cleaning,48.38,32.72,NovaTech
SKU00109,NovaTech Cheese 109,Dairy,Cheese,33.49,18.69,NovaTech
SKU00110,NovaTech Home a 110,Electronics,Home Audio,663.83,391.71,NovaTech
SKU00111,CarePlus Juices 111,Beverages,Juices,31.31,19.28,CarePlus
SKU00112,NovaTech Milk 112,Dairy,Milk,41.44,27.8,NovaTech
SKU00113,PrimeChoice Hair 113,Personal Care,Hair,11.96,8.04,PrimeChoice
SKU00114,HomeSense Hair 114,Personal Care,Hair,22.84,17.08,HomeSense
SKU00115,HomeSense Frozen 115,Grocery,Frozen,10.58,7.3,HomeSense
SKU00116,FreshFarm Cleani 116,Household,Cleaning,89.26,57.08,FreshFarm
SKU00117,FreshFarm Home a 117,Electronics,Home Audio,472.49,369.44,FreshFarm
SKU00118,CarePlus Kitche 118,Household,Kitchenware,69.65,44.77,CarePlus
SKU00119,FreshFarm Access 119,Electronics,Accessories,261.02,204.16,FreshFarm
SKU00120,Aroma Biscui 120,Snacks,Biscuits,32.76,18.52,Aroma
SKU00121,FreshFarm Cookin 121,Grocery,Cooking,37.08,24.16,FreshFarm
SKU00122,FreshFarm Skin 122,Personal Care,Skin,58.17,41.86,FreshFarm
SKU00123,EcoHome Frozen 123,Grocery,Frozen,14.2,9.41,EcoHome
SKU00124,EcoHome Water 124,Beverages,Water,7.05,4.3,EcoHome
SKU00125,Grove Nuts 125,Snacks,Nuts,20.28,11.8,Grove
SKU00126,SunValley Frozen 126,Grocery,Frozen,51.51,39.76,SunValley
SKU00127,DailyDelight Yogurt 127,Dairy,Yogurt,10.67,6.08,DailyDelight
SKU00128,PureLife Hair 128,Personal Care,Hair,40.28,28.37,PureLife
SKU00129,Grove Small  129,Electronics,Small Appliances,438.97,276.86,Grove
SKU00130,DailyDelight Juices 130,Beverages,Juices,40.68,26.28,DailyDelight
SKU00131,Aroma Laundr 131,Household,Laundry,184.68,106.21,Aroma
SKU00132,HomeSense Frozen 132,Grocery,Frozen,8.01,4.76,HomeSense
SKU00133,FreshFarm Hair 133,Personal Care,Hair,90.05,68.7,FreshFarm
SKU00134,PrimeChoice Access 134,Electronics,Accessories,293.25,244.06,PrimeChoice
SKU00135,Grove Cheese 135,Dairy,Cheese,44.91,33.46,Grove
SKU00136,SunValley Nuts 136,Snacks,Nuts,24.06,14.65,SunValley
SKU00137,CarePlus Soft d 137,Beverages,Soft Drinks,8.41,6.81,CarePlus
SKU00138,HomeSense Cookin 138,Grocery,Cooking,56.39,36.1,HomeSense
SKU00139,CarePlus Cheese 139,Dairy,Cheese,24.6,16.79,CarePlus
SKU00140,EcoHome Kitche 140,Household,Kitchenware,139.54,87.12,EcoHome
SKU00141,NovaTech Home a 141,Electronics,Home Audio,154.86,117.27,NovaTech
SKU00142,DailyDelight Juices 142,Beverages,Juices,1.55,1.28,DailyDelight
SKU00143,DailyDelight Cleani 143,Household,Cleaning,90.31,72.96,DailyDelight
SKU00144,CarePlus Cleani 144,Household,Cleaning,150.93,96.73,CarePlus
SKU00145,HomeSense Home a 145,Electronics,Home Audio,493.1,307.31,HomeSense
SKU00146,NovaTech Juices 146,Beverages,Juices,13.6,8.81,NovaTech
SKU00147,PureLife Soft d 147,Beverages,Soft Drinks,39.33,27.33,PureLife
SKU00148,Grove Staple 148,Grocery,Staples,15.03,8.53,Grove
SKU00149,EcoHome Kitche 149,Household,Kitchenware,76.54,57.68,EcoHome
SKU00150,PureLife Yogurt 150,Dairy,Yogurt,8.25,5.11,PureLife
SKU00151,FreshFarm Cleani 151,Household,Cleaning,49.6,29.61,FreshFarm
SKU00152,HomeSense Home a 152,Electronics,Home Audio,277.56,229.1,HomeSense
SKU00153,PrimeChoice Access 153,Electronics,Accessories,123.93,101.12,PrimeChoice
SKU00154,BlueMart Frozen 154,Grocery,Frozen,48.13,32.4,BlueMart
SKU00155,FreshFarm Staple 155,Grocery,Staples,63.25,50.77,FreshFarm
SKU00156,PureLife Cookin 156,Grocery,Cooking,5.22,4.21,PureLife
SKU00157,Grove Biscui 157,Snacks,Biscuits,3.22,2.67,Grove
SKU00158,SunValley Chips 158,Snacks,Chips,23.96,15.01,SunValley
SKU00159,EcoHome Juices 159,Beverages,Juices,28.07,22.61,EcoHome
SKU00160,CarePlus Cookin 160,Grocery,Cooking,7.78,4.61,CarePlus
SKU00161,Aroma Kitche 161,Household,Kitchenware,17.52,12.84,Aroma
SKU00162,EcoHome Cleani 162,Household,Cleaning,52.92,39.16,EcoHome
SKU00163,Grove Nuts 163,Snacks,Nuts,3.35,2.2,Grove
SKU00164,PureLife Nuts 164,Snacks,Nuts,21.79,14.02,PureLife
SKU00165,NovaTech Oral 165,Personal Care,Oral,61.04,45.28,NovaTech
SKU00166,BlueMart Biscui 166,Snacks,Biscuits,14.95,9.27,BlueMart
SKU00167,FreshFarm Chips 167,Snacks,Chips,2.35,1.42,FreshFarm
SKU00168,NovaTech Small  168,Electronics,Small Appliances,443.94,306.68,NovaTech
SKU00169,PrimeChoice Access 169,Electronics,Accessories,445.19,287.59,PrimeChoice
SKU00170,SunValley Home a 170,Electronics,Home Audio,79.07,47.32,SunValley
SKU00171,FreshFarm Milk 171,Dairy,Milk,7.96,4.85,FreshFarm
SKU00172,EcoHome Skin 172,Personal Care,Skin,75.67,46.03,EcoHome
SKU00173,DailyDelight Soft d 173,Beverages,Soft Drinks,59.99,35.93,DailyDelight
SKU00174,HomeSense Hair 174,Personal Care,Hair,57.86,46.35,HomeSense
SKU00175,PureLife Small  175,Electronics,Small Appliances,382.32,257.76,PureLife
SKU00176,SunValley Nuts 176,Snacks,Nuts,38.58,26.25,SunValley
SKU00177,EcoHome Nuts 177,Snacks,Nuts,21.02,16.79,EcoHome
SKU00178,SunValley Home a 178,Electronics,Home Audio,598.89,335.0,SunValley
SKU00179,CarePlus Biscui 179,Snacks,Biscuits,18.97,14.21,CarePlus
SKU00180,CarePlus Soft d 180,Beverages,Soft Drinks,28.19,17.98,CarePlus
SKU00181,PureLife Cheese 181,Dairy,Cheese,32.27,21.13,PureLife
SKU00182,EcoHome Home a 182,Electronics,Home Audio,536.56,324.7,EcoHome
SKU00183,NovaTech Access 183,Electronics,Accessories,356.01,253.17,NovaTech
SKU00184,PrimeChoice Cleani 184,Household,Cleaning,117.2,77.41,PrimeChoice
SKU00185,FreshFarm Cleani 185,Household,Cleaning,32.92,25.33,FreshFarm
SKU00186,HomeSense Skin 186,Personal Care,Skin,53.78,38.75,HomeSense
SKU00187,NovaTech Cheese 187,Dairy,Cheese,31.67,22.72,NovaTech
SKU00188,PrimeChoice Kitche 188,Household,Kitchenware,84.08,51.3,PrimeChoice
SKU00189,DailyDelight Chips 189,Snacks,Chips,18.29,12.22,DailyDelight
SKU00190,PrimeChoice Hair 190,Personal Care,Hair,14.22,9.07,PrimeChoice
SKU00191,BlueMart Home a 191,Electronics,Home Audio,245.84,197.97,BlueMart
SKU00192,DailyDelight Home a 192,Electronics,Home Audio,152.32,122.73,DailyDelight
SKU00193,Grove Staple 193,Grocery,Staples,64.82,40.45,Grove
SKU00194,Aroma Small  194,Electronics,Small Appliances,510.95,421.99,Aroma
SKU00195,NovaTech Cheese 195,Dairy,Cheese,65.46,40.01,NovaTech
SKU00196,DailyDelight Oral 196,Personal Care,Oral,14.18,9.57,DailyDelight
SKU00197,Aroma Cookin 197,Grocery,Cooking,7.67,5.46,Aroma
SKU00198,CarePlus Small  198,Electronics,Small Appliances,444.23,328.72,CarePlus
SKU00199,EcoHome Biscui 199,Snacks,Biscuits,32.21,22.09,EcoHome
SKU00200,EcoHome Kitche 200,Household,Kitchenware,38.14,24.08,EcoHome
SKU00201,EcoHome Small  201,Electronics,Small Appliances,627.0,396.72,EcoHome
SKU00202,DailyDelight Cheese 202,Dairy,Cheese,31.58,20.07,DailyDelight
SKU00203,FreshFarm Yogurt 203,Dairy,Yogurt,4.04,2.4,FreshFarm
SKU00204,PrimeChoice Cookin 204,Grocery,Cooking,29.21,16.94,PrimeChoice
SKU00205,HomeSense Biscui 205,Snacks,Biscuits,28.32,17.65,HomeSense
SKU00206,PrimeChoice Staple 206,Grocery,Staples,84.18,52.22,PrimeChoice
SKU00207,BlueMart Juices 207,Beverages,Juices,20.49,11.61,BlueMart
SKU00208,DailyDelight Access 208,Electronics,Accessories,136.8,86.43,DailyDelight
SKU00209,NovaTech Nuts 209,Snacks,Nuts,24.29,13.91,NovaTech
SKU00210,DailyDelight Milk 210,Dairy,Milk,44.34,26.5,DailyDelight
SKU00211,HomeSense Kitche 211,Household,Kitchenware,17.79,12.39,HomeSense
SKU00212,SunValley Home a 212,Electronics,Home Audio,323.51,268.69,SunValley
SKU00213,Aroma Small  213,Electronics,Small Appliances,822.42,509.88,Aroma
SKU00214,Grove Nuts 214,Snacks,Nuts,4.94,3.44,Grove
SKU00215,Grove Yogurt 215,Dairy,Yogurt,75.36,42.09,Grove
SKU00216,FreshFarm Biscui 216,Snacks,Biscuits,20.15,11.83,FreshFarm
SKU00217,PureLife Hair 217,Personal Care,Hair,12.51,8.08,PureLife
SKU00218,PureLife Biscui 218,Snacks,Biscuits,21.34,14.85,PureLife
SKU00219,BlueMart Cleani 219,Household,Cleaning,87.43,53.07,BlueMart
SKU00220,BlueMart Access 220,Electronics,Accessories,111.88,74.83,BlueMart
SKU00221,FreshFarm Home a 221,Electronics,Home Audio,635.59,355.39,FreshFarm
SKU00222,FreshFarm Water 222,Beverages,Water,19.45,14.02,FreshFarm
SKU00223,Grove Oral 223,Personal Care,Oral,80.76,63.06,Grove
SKU00224,EcoHome Milk 224,Dairy,Milk,64.93,47.16,EcoHome
SKU00225,BlueMart Small  225,Electronics,Small Appliances,796.45,491.63,BlueMart
SKU00226,DailyDelight Small  226,Electronics,Small Appliances,565.78,349.54,DailyDelight
SKU00227,HomeSense Chips 227,Snacks,Chips,25.43,17.64,HomeSense
SKU00228,EcoHome Small  228,Electronics,Small Appliances,544.49,356.02,EcoHome
SKU00229,Grove Milk 229,Dairy,Milk,62.89,41.03,Grove
SKU00230,PureLife Kitche 230,Household,Kitchenware,82.56,55.11,PureLife
SKU00231,PureLife Cheese 231,Dairy,Cheese,14.8,9.51,PureLife
SKU00232,SunValley Frozen 232,Grocery,Frozen,69.11,40.52,SunValley
SKU00233,HomeSense Kitche 233,Household,Kitchenware,153.35,97.08,HomeSense
SKU00234,CarePlus Home a 234,Electronics,Home Audio,672.89,453.05,CarePlus
SKU00235,PrimeChoice Skin 235,Personal Care,Skin,36.45,30.33,PrimeChoice
SKU00236,PureLife Access 236,Electronics,Accessories,638.92,386.66,PureLife
SKU00237,DailyDelight Nuts 237,Snacks,Nuts,26.57,15.32,DailyDelight
SKU00238,HomeSense Laundr 238,Household,Laundry,117.18,68.81,HomeSense
SKU00239,PrimeChoice Cookin 239,Grocery,Cooking,4.37,3.04,PrimeChoice
SKU00240,EcoHome Frozen 240,Grocery,Frozen,19.36,14.79,EcoHome
SKU00241,DailyDelight Access 241,Electronics,Accessories,699.47,409.47,DailyDelight
SKU00242,SunValley Frozen 242,Grocery,Frozen,55.98,37.56,SunValley
SKU00243,EcoHome Small  243,Electronics,Small Appliances,602.38,424.39,EcoHome
SKU00244,EcoHome Hair 244,Personal Care,Hair,81.22,62.56,EcoHome
SKU00245,BlueMart Oral 245,Personal Care,Oral,22.97,19.07,BlueMart
SKU00246,Aroma Cleani 246,Household,Cleaning,149.2,84.91,Aroma
SKU00247,PrimeChoice Cheese 247,Dairy,Cheese,58.55,32.58,PrimeChoice
SKU00248,EcoHome Water 248,Beverages,Water,5.75,3.9,EcoHome
SKU00249,CarePlus Water 249,Beverages,Water,35.57,23.51,CarePlus
SKU00250,CarePlus Juices 250,Beverages,Juices,52.73,31.8,CarePlus
SKU00251,EcoHome Nuts 251,Snacks,Nuts,10.85,6.35,EcoHome
SKU00252,Grove Hair 252,Personal Care,Hair,99.96,66.78,Grove
SKU00253,CarePlus Staple 253,Grocery,Staples,31.23,23.12,CarePlus
SKU00254,Aroma Cleani 254,Household,Cleaning,135.94,101.66,Aroma
SKU00255,NovaTech Staple 255,Grocery,Staples,68.89,50.3,NovaTech
SKU00256,CarePlus Laundr 256,Household,Laundry,112.78,85.98,CarePlus
SKU00257,EcoHome Oral 257,Personal Care,Oral,30.2,18.46,EcoHome
SKU00258,FreshFarm Nuts 258,Snacks,Nuts,15.55,12.96,FreshFarm
SKU00259,NovaTech Cookin 259,Grocery,Cooking,9.4,5.28,NovaTech
SKU00260,FreshFarm Yogurt 260,Dairy,Yogurt,37.8,26.57,FreshFarm
SKU00261,NovaTech Oral 261,Personal Care,Oral,65.53,54.05,NovaTech
SKU00262,DailyDelight Water 262,Beverages,Water,34.45,20.65,DailyDelight
SKU00263,HomeSense Access 263,Electronics,Accessories,853.33,521.15,HomeSense
SKU00264,BlueMart Milk 264,Dairy,Milk,13.22,8.25,BlueMart
SKU00265,BlueMart Biscui 265,Snacks,Biscuits,34.38,20.48,BlueMart
SKU00266,PureLife Cookin 266,Grocery,Cooking,39.47,24.2,PureLife
SKU00267,HomeSense Milk 267,Dairy,Milk,44.82,29.86,HomeSense
SKU00268,SunValley Home a 268,Electronics,Home Audio,135.02,94.13,SunValley
SKU00269,EcoHome Biscui 269,Snacks,Biscuits,4.35,2.7,EcoHome
SKU00270,PureLife Biscui 270,Snacks,Biscuits,33.8,21.66,PureLife
SKU00271,SunValley Cleani 271,Household,Cleaning,14.74,10.22,SunValley
SKU00272,PrimeChoice Nuts 272,Snacks,Nuts,26.19,17.12,PrimeChoice
SKU00273,PrimeChoice Cheese 273,Dairy,Cheese,8.02,5.05,PrimeChoice
SKU00274,PureLife Milk 274,Dairy,Milk,27.11,22.57,PureLife
SKU00275,HomeSense Cleani 275,Household,Cleaning,136.28,84.75,HomeSense
SKU00276,BlueMart Cleani 276,Household,Cleaning,143.52,108.01,BlueMart
SKU00277,PrimeChoice Milk 277,Dairy,Milk,29.99,18.35,PrimeChoice
SKU00278,SunValley Water 278,Beverages,Water,25.63,14.67,SunValley
SKU00279,DailyDelight Access 279,Electronics,Accessories,474.76,333.56,DailyDelight
SKU00280,PureLife Home a 280,Electronics,Home Audio,652.42,431.25,PureLife
SKU00281,PrimeChoice Hair 281,Personal Care,Hair,70.78,42.32,PrimeChoice
SKU00282,PrimeChoice Soft d 282,Beverages,Soft Drinks,34.83,25.32,PrimeChoice
SKU00283,DailyDelight Hair 283,Personal Care,Hair,37.57,31.13,DailyDelight
SKU00284,NovaTech Staple 284,Grocery,Staples,13.74,10.85,NovaTech
SKU00285,FreshFarm Chips 285,Snacks,Chips,29.56,22.23,FreshFarm
SKU00286,FreshFarm Access 286,Electronics,Accessories,95.36,67.66,FreshFarm
SKU00287,Grove Cookin 287,Grocery,Cooking,50.48,38.61,Grove
SKU00288,CarePlus Yogurt 288,Dairy,Yogurt,17.99,12.42,CarePlus
SKU00289,PrimeChoice Water 289,Beverages,Water,5.47,4.08,PrimeChoice
SKU00290,EcoHome Home a 290,Electronics,Home Audio,331.42,250.66,EcoHome
SKU00291,NovaTech Water 291,Beverages,Water,3.08,2.04,NovaTech
SKU00292,PrimeChoice Chips 292,Snacks,Chips,2.29,1.49,PrimeChoice
SKU00293,PrimeChoice Biscui 293,Snacks,Biscuits,30.79,21.99,PrimeChoice
SKU00294,HomeSense Frozen 294,Grocery,Frozen,52.77,39.83,HomeSense
SKU00295,EcoHome Cheese 295,Dairy,Cheese,30.97,23.13,EcoHome
SKU00296,PrimeChoice Biscui 296,Snacks,Biscuits,4.81,3.02,PrimeChoice
SKU00297,Aroma Oral 297,Personal Care,Oral,40.22,27.63,Aroma
SKU00298,CarePlus Soft d 298,Beverages,Soft Drinks,32.62,22.74,CarePlus
SKU00299,CarePlus Soft d 299,Beverages,Soft Drinks,22.43,13.78,CarePlus
SKU00300,SunValley Skin 300,Personal Care,Skin,69.91,47.68,SunValley
SKU00301,BlueMart Home a 301,Electronics,Home Audio,223.71,138.37,BlueMart
SKU00302,FreshFarm Biscui 302,Snacks,Biscuits,23.08,14.0,FreshFarm
SKU00303,Grove Staple 303,Grocery,Staples,24.62,14.16,Grove
SKU00304,CarePlus Oral 304,Personal Care,Oral,89.78,64.31,CarePlus
SKU00305,PrimeChoice Small  305,Electronics,Small Appliances,769.44,533.0,PrimeChoice
SKU00306,EcoHome Yogurt 306,Dairy,Yogurt,57.23,36.41,EcoHome
SKU00307,Grove Oral 307,Personal Care,Oral,49.7,37.16,Grove
SKU00308,SunValley Oral 308,Personal Care,Oral,68.81,46.6,SunValley
SKU00309,Aroma Milk 309,Dairy,Milk,51.28,32.32,Aroma
SKU00310,NovaTech Staple 310,Grocery,Staples,28.94,17.0,NovaTech
SKU00311,FreshFarm Cheese 311,Dairy,Cheese,54.35,30.67,FreshFarm
SKU00312,PureLife Chips 312,Snacks,Chips,19.11,13.14,PureLife
SKU00313,FreshFarm Milk 313,Dairy,Milk,55.85,40.71,FreshFarm
SKU00314,HomeSense Access 314,Electronics,Accessories,498.12,353.65,HomeSense
SKU00315,EcoHome Biscui 315,Snacks,Biscuits,14.31,9.66,EcoHome
SKU00316,FreshFarm Cheese 316,Dairy,Cheese,1.97,1.25,FreshFarm
SKU00317,SunValley Nuts 317,Snacks,Nuts,3.19,2.27,SunValley
SKU00318,SunValley Small  318,Electronics,Small Appliances,404.37,314.33,SunValley
SKU00319,CarePlus Hair 319,Personal Care,Hair,38.49,24.92,CarePlus
SKU00320,PrimeChoice Skin 320,Personal Care,Skin,88.09,53.55,PrimeChoice
SKU00321,HomeSense Home a 321,Electronics,Home Audio,560.06,323.0,HomeSense
SKU00322,NovaTech Staple 322,Grocery,Staples,41.9,32.61,NovaTech
SKU00323,HomeSense Milk 323,Dairy,Milk,50.18,35.22,HomeSense
SKU00324,HomeSense Hair 324,Personal Care,Hair,64.88,42.91,HomeSense
SKU00325,NovaTech Laundr 325,Household,Laundry,14.27,10.81,NovaTech
SKU00326,Aroma Juices 326,Beverages,Juices,14.1,10.91,Aroma
SKU00327,PureLife Juices 327,Beverages,Juices,30.36,24.74,PureLife
SKU00328,FreshFarm Frozen 328,Grocery,Frozen,75.01,41.72,FreshFarm
SKU00329,Aroma Laundr 329,Household,Laundry,96.94,67.89,Aroma
SKU00330,HomeSense Juices 330,Beverages,Juices,5.78,4.66,HomeSense
SKU00331,HomeSense Chips 331,Snacks,Chips,2.87,2.11,HomeSense
SKU00332,HomeSense Cookin 332,Grocery,Cooking,16.31,11.07,HomeSense
SKU00333,DailyDelight Soft d 333,Beverages,Soft Drinks,21.67,12.07,DailyDelight
SKU00334,EcoHome Frozen 334,Grocery,Frozen,17.68,9.93,EcoHome
SKU00335,PureLife Frozen 335,Grocery,Frozen,13.62,10.73,PureLife
SKU00336,HomeSense Skin 336,Personal Care,Skin,43.5,26.94,HomeSense
